"","South_Dakota_Counties","Democrat","Republican","Others","Year","Voter_turnout_percent","dem_percent","rep_percent","others_percent","County_IND"
"198","Ziebach",641,447,28,2004,66.88,58.9154411764706,41.0845588235294,2.57352941176471,67
"199","Aurora",513,847,53,2000,70.79,37.7205882352941,62.2794117647059,3.89705882352941,1
"200","Beadle",3216,4347,176,2000,66.97,42.5228084093614,57.4771915906386,2.32711886817401,2
"201","Bennett",377,712,27,2000,59.21,34.6189164370983,65.3810835629017,2.47933884297521,3
"202","Bon Homme",1162,1901,76,2000,72.22,37.9366634018936,62.0633365981064,2.48122755468495,4
"203","Brookings",4546,6212,226,2000,64.24,42.256925079011,57.743074920989,2.10076222346161,5
"204","Brown",7173,9060,323,2000,73.2,44.1877656625393,55.8122343374607,1.9897739173289,6
"205","Brule",818,1268,81,2000,65.61,39.2138063279003,60.7861936720997,3.8830297219559,7
"206","Buffalo",256,140,12,2000,44.06,64.6464646464647,35.3535353535354,3.03030303030303,8
"207","Butte",840,2760,89,2000,62.63,23.3333333333333,76.6666666666667,2.47222222222222,9
"208","Campbell",147,739,31,2000,65.4,16.5914221218962,83.4085778781038,3.49887133182844,10
"209","Charles Mix",1300,2205,74,2000,64.51,37.0898716119829,62.9101283880171,2.11126961483595,11
"210","Clark",791,1272,45,2000,74.39,38.3422200678623,61.6577799321377,2.18128938439166,12
"211","Clay",2638,2363,104,2000,57.19,52.749450109978,47.250549890022,2.07958408318336,13
"212","Codington",4192,6718,228,2000,71.59,38.4234647112741,61.5765352887259,2.08982584784601,14
"213","Corson",549,629,65,2000,55.17,46.6044142614601,53.3955857385399,5.51782682512733,15
"214","Custer",955,2495,123,2000,71,27.6811594202899,72.3188405797101,3.56521739130435,16
"215","Davison",2936,4445,147,2000,65.31,39.7778078851104,60.2221921148896,1.9916000541932,17
"216","Day",1492,1623,82,2000,71.69,47.8972712680578,52.1027287319422,2.63242375601926,18
"217","Deuel",926,1245,53,2000,74.54,42.6531552280055,57.3468447719945,2.44127130354675,19
"218","Dewey",880,761,40,2000,49.2,53.6258379037172,46.3741620962828,2.4375380865326,20
"219","Douglas",363,1311,35,2000,71.84,21.6845878136201,78.3154121863799,2.09080047789725,21
"220","Edmunds",676,1257,53,2000,65.68,34.971546818417,65.028453181583,2.74185204345577,22
"221","Fall river",1133,2185,111,2000,69.43,34.1470765521398,65.8529234478601,3.34538878842676,23
"222","Faulk",388,904,37,2000,76.3,30.030959752322,69.969040247678,2.86377708978328,24
"223","Grant",1475,2235,120,2000,74.46,39.7574123989218,60.2425876010782,3.23450134770889,25
"224","Gregory",718,1487,52,2000,66.98,32.562358276644,67.437641723356,2.35827664399093,26
"225","Haakon",164,938,27,2000,71.64,14.8820326678766,85.1179673321234,2.45009074410163,27
"226","Hamlin",923,1731,69,2000,74.32,34.7776940467219,65.2223059532781,2.59984928409947,28
"227","Hand",565,1419,47,2000,70.18,28.4778225806452,71.5221774193548,2.36895161290323,29
"228","Hanson",457,944,20,2000,62,32.6195574589579,67.3804425410421,1.42755174875089,30
"229","Harding",64,650,17,2000,75.61,8.96358543417367,91.0364145658263,2.38095238095238,31
"230","Hughes",2212,5188,134,2000,70.05,29.8918918918919,70.1081081081081,1.81081081081081,32
"231","Hutchinson",1052,2497,76,2000,67.28,29.6421527190758,70.3578472809242,2.14144829529445,33
"232","Hyde",218,592,25,2000,68.56,26.9135802469136,73.0864197530864,3.08641975308642,34
"233","Jackson",319,687,34,2000,62.53,31.7097415506958,68.2902584493042,3.37972166998012,35
"234","Jerauld",468,624,30,2000,72.78,42.8571428571429,57.1428571428571,2.74725274725275,36
"235","Jones",137,509,18,2000,78.45,21.2074303405573,78.7925696594427,2.78637770897833,37
"236","Kingsbury",1049,1612,66,2000,69.4,39.4212701991732,60.5787298008268,2.48027057497182,38
"237","Lake",2331,2724,99,2000,69.67,46.1127596439169,53.8872403560831,1.95845697329377,39
"238","Lawerence",2797,6327,282,2000,65.44,30.6554142919772,69.3445857080228,3.09074967119684,40
"239","Lincoln",3844,6546,166,2000,74.67,36.9971126082772,63.0028873917228,1.59769008662175,41
"240","Lyman",482,875,29,2000,61.23,35.5195283714075,64.4804716285925,2.13706705969049,42
"241","Marshall",965,1610,56,2000,71.8,37.4757281553398,62.5242718446602,2.1747572815534,43
"242","McCook",295,1073,49,2000,68.6,21.5643274853801,78.4356725146199,3.58187134502924,44
"243","McPherson",939,1097,43,2000,65.45,46.1198428290766,53.8801571709234,2.11198428290766,45
"244","Meade",2267,6870,229,2000,64.02,24.8112071795994,75.1887928204006,2.50629309401335,46
"245","Mellette",222,495,16,2000,59.89,30.9623430962343,69.0376569037657,2.23152022315202,47
"246","Miner",523,724,19,2000,67.28,41.9406575781877,58.0593424218124,1.52365677626303,48
"247","Minnehaha",27042,33428,899,2000,72.17,44.7196957168844,55.2803042831156,1.48668761369274,49
"248","Moody",1318,1361,56,2000,72.41,49.197461739455,50.802538260545,2.0903322135125,50
"249","Pennington",11123,24696,738,2000,69.6,31.0533515731874,68.9466484268126,2.06035902733186,51
"250","Perkins",297,1237,80,2000,67.81,19.361147327249,80.638852672751,5.21512385919166,52
"251","Potter",356,1112,26,2000,70.84,24.2506811989101,75.7493188010899,1.77111716621253,53
"252","Roberts",1700,2237,137,2000,68.22,43.1800863601727,56.8199136398273,3.47980695961392,54
"253","Sanbron",468,767,33,2000,67.63,37.8947368421053,62.1052631578947,2.67206477732794,55
"254","Shannon",1667,252,34,2000,38.35,86.8681605002605,13.1318394997394,1.77175612298072,56
"255","Spink",1274,1957,53,2000,69.47,39.4305168678428,60.5694831321572,1.64035902197462,57
"256","Stanely",402,955,24,2000,68.7,29.6241709653648,70.3758290346352,1.76860722181282,58
"257","Sully",209,633,29,2000,72.61,24.8218527315914,75.1781472684086,3.44418052256532,59
"258","Todd",993,478,23,2000,39.41,67.5050985723997,32.4949014276003,1.56356220258328,60
"259","Tripp",799,1909,57,2000,71.32,29.5051698670606,70.4948301329394,2.10487444608567,61
"260","Turner",1414,2514,76,2000,70.39,35.9979633401222,64.0020366598778,1.93482688391039,62
"261","Union",2358,3265,149,2000,68.77,41.9349101902899,58.0650898097101,2.64983105104037,63
"262","Walworth",721,1758,74,2000,64.4,29.0843081887858,70.9156918112142,2.98507462686567,64
"263","Yankton",3596,4904,240,2000,67.98,42.3058823529412,57.6941176470588,2.82352941176471,66
"264","Ziebach",314,384,23,2000,49.73,44.9856733524355,55.0143266475645,3.29512893982808,67
"265","Aurora",664,709,214,1996,75.8,48.3612527312454,51.6387472687545,15.5863073561544,1
"266","Beadle",3984,3670,927,1996,72.6,52.0512150509538,47.9487849490462,12.1113143454403,2
"267","Bennett",507,539,99,1996,60.2,48.4703632887189,51.5296367112811,9.46462715105163,3
"268","Bon Homme",1569,1428,439,1996,73.6,52.3523523523523,47.6476476476476,14.647981314648,4
"269","Brookings",5105,5112,1055,1996,67.3,49.965743368895,50.034256631105,10.3259273759421,5
"270","Brown",7913,681,1733,1996,72.6,92.0758668838725,7.92413311612753,20.1652315569002,6
"271","Brule",1091,981,332,1996,67.9,52.6544401544402,47.3455598455598,16.023166023166,7
"272","Buffalo",465,134,41,1996,67.9,77.6293823038397,22.3706176961603,6.84474123539232,8
"273","Butte",1132,1947,578,1996,71.2,36.7651835011367,63.2348164988633,18.7723286781423,9
"274","Campbell",202,623,145,1996,64.2,24.4848484848485,75.5151515151515,17.5757575757576,10
"275","Charles Mix",1913,1711,411,1996,71.7,52.7869757174393,47.2130242825607,11.341059602649,11
"276","Clark",956,998,288,1996,75.8,48.9252814738997,51.0747185261003,14.7389969293756,12
"277","Clay",2980,2008,584,1996,60.2,59.7433841218925,40.2566158781075,11.7080994386528,13
"278","Codington",4722,4995,1338,1996,72.9,48.5952454461253,51.4047545538747,13.7696820006175,14
"279","Corson",539,533,228,1996,55.6,50.2798507462687,49.7201492537313,21.2686567164179,15
"280","Custer",1122,1740,495,1996,67.1,39.2033542976939,60.7966457023061,17.2955974842767,16
"281","Davison",3364,3371,793,1996,71.1,49.9480326651819,50.0519673348181,11.7743132887899,17
"282","Day",1840,1282,411,1996,75.4,58.9365791159513,41.0634208840487,13.1646380525304,18
"283","Deuel",1090,955,304,1996,76.7,53.3007334963325,46.6992665036675,14.8655256723716,19
"284","Dewey",1114,657,208,1996,58.1,62.9023150762281,37.0976849237719,11.7447769621683,20
"285","Douglas",524,1210,175,1996,77,30.2191464821223,69.7808535178777,10.0922722029988,21
"286","Edmunds",973,1055,282,1996,74.5,47.9783037475345,52.0216962524655,13.905325443787,22
"287","Fall river",1357,1636,465,1996,66.9,45.339124624123,54.660875375877,15.5362512529235,23
"288","Faulk",493,726,170,1996,77.6,40.4429860541427,59.5570139458573,13.9458572600492,24
"289","Grant",1805,1782,496,1996,74.6,50.3206021745191,49.6793978254809,13.8277111792584,25
"290","Gregory",923,1208,302,1996,70.1,43.3129985922102,56.6870014077898,14.1717503519474,26
"291","Haakon",284,887,118,1996,76.4,24.2527754056362,75.7472245943638,10.0768573868488,27
"292","Hamlin",1101,1352,305,1996,74.3,44.8838157358337,55.1161842641663,12.433754586221,28
"293","Hand",803,1187,278,1996,74.3,40.3517587939699,59.6482412060301,13.9698492462312,29
"294","Hanson",541,801,192,1996,74.2,40.3129657228018,59.6870342771982,14.3070044709389,30
"295","Harding",151,537,97,1996,74.5,21.9476744186047,78.0523255813954,14.0988372093023,31
"296","Hughes",2788,4469,611,1996,74.3,38.4180790960452,61.5819209039548,8.41945707592669,32
"297","Hutchinson",1285,2177,449,1996,71.6,37.1172732524552,62.8827267475448,12.9693818601964,33
"298","Hyde",309,493,102,1996,72.8,38.5286783042394,61.4713216957606,12.7182044887781,34
"299","Jackson",423,646,100,1996,66.8,39.5696913002806,60.4303086997194,9.35453695042095,35
"300","Jerauld",656,530,178,1996,79.7,55.3119730185497,44.6880269814502,15.008431703204,36
"301","Jones",184,463,82,1996,81.1,28.4389489953632,71.5610510046368,12.6738794435858,37
"302","Kingsbury",1357,1297,347,1996,74.4,51.1303692539563,48.8696307460437,13.0746043707611,38
"303","Lake",2526,1966,626,1996,71.7,56.233303650935,43.766696349065,13.9358860195904,39
"304","Lawerence",3568,4430,1444,1996,68,44.6111527881971,55.3888472118029,18.0545136284071,40
"305","Lincoln",3643,4201,743,1996,73.2,46.443141254462,53.556858745538,9.47220805711372,41
"306","Lyman",646,726,151,1996,66.7,47.0845481049563,52.9154518950437,11.0058309037901,42
"307","Marshall",1166,1292,265,1996,75.7,47.4369406021155,52.5630593978845,10.7811228641172,43
"308","McCook",463,1080,192,1996,72,30.0064808813999,69.9935191186001,12.4432922877511,44
"309","McPherson",1185,861,200,1996,75.2,57.9178885630499,42.0821114369502,9.77517106549365,45
"310","Meade",2960,4984,1232,1996,62.4,37.2608257804632,62.7391742195367,15.5085599194361,46
"311","Mellette",302,417,79,1996,59,42.0027816411683,57.9972183588317,10.9874826147427,47
"312","Miner",739,571,179,1996,74.8,56.412213740458,43.587786259542,13.6641221374046,48
"313","Minnehaha",29790,27432,4782,1996,73.5,52.0603963510538,47.9396036489462,8.35692565796372,49
"314","Moody",1443,1024,300,1996,68.9,58.4920956627483,41.5079043372517,12.1605188488042,50
"315","Pennington",12784,19293,3439,1996,69,39.854101069302,60.145898930698,10.7210774074882,51
"316","Perkins",460,983,249,1996,71.7,31.8780318780319,68.1219681219681,17.2557172557173,52
"317","Potter",534,979,189,1996,75.1,35.2941176470588,64.7058823529412,12.491738268341,53
"318","Roberts",2186,1646,501,1996,69.6,57.0459290187891,42.9540709812109,13.0741127348643,54
"319","Sanbron",647,630,161,1996,73.4,50.6656225528583,49.3343774471417,12.6076742364918,55
"320","Shannon",1926,253,105,1996,43.7,88.3891693437357,11.6108306562643,4.81872418540615,56
"321","Spink",1636,1651,382,1996,72.6,49.7718284149681,50.2281715850319,11.621539397627,57
"322","Stanely",454,795,133,1996,68,36.3490792634107,63.6509207365893,10.648518815052,58
"323","Sully",321,592,112,1996,83.2,35.1588170865279,64.8411829134721,12.2672508214677,59
"324","Todd",1380,482,129,1996,49.8,74.1138560687433,25.8861439312567,6.92803437164339,60
"325","Tripp",1088,1680,364,1996,73.2,39.3063583815029,60.6936416184971,13.150289017341,61
"326","Turner",1682,1970,399,1996,71.3,46.0569550930997,53.9430449069003,10.9255202628697,62
"327","Union",2378,2234,595,1996,68.5,51.561144839549,48.438855160451,12.9011274934952,63
"328","Walworth",939,1461,389,1996,65.9,39.125,60.875,16.2083333333333,64
"329","Yankton",3775,3885,1166,1996,70.3,49.2819843342037,50.7180156657963,15.2219321148825,66
"330","Ziebach",483,375,72,1996,63.5,56.2937062937063,43.7062937062937,8.39160839160839,67
"331","Aurora",680,594,438,1992,76.7,53.3751962323391,46.6248037676609,34.3799058084772,1
"332","Beadle",3925,3363,1848,1992,75.74,53.8556531284303,46.1443468715697,25.3567508232711,2
"333","Bennett",413,556,228,1992,59.35,42.6212590299278,57.3787409700722,23.5294117647059,3
"334","Bon Homme",1294,1212,861,1992,70,51.6360734237829,48.3639265762171,34.3575418994413,4
"335","Brookings",4645,4698,2659,1992,75.33,49.7163651931928,50.2836348068072,28.4598094830354,5
"336","Brown",7521,6665,3861,1992,78.93,53.0170590723248,46.9829409276752,27.2169744818836,6
"337","Brule",1060,908,708,1992,77.61,53.8617886178862,46.1382113821138,35.9756097560976,7
"338","Buffalo",282,137,77,1992,48.82,67.3031026252983,32.6968973747017,18.3770883054893,8
"339","Butte",973,1674,1053,1992,78.41,36.7585946354363,63.2414053645637,39.7808840196449,9
"340","Campbell",222,574,257,1992,71.68,27.8894472361809,72.1105527638191,32.286432160804,10
"341","Charles Mix",1639,1570,890,1992,71.34,51.0751012776566,48.9248987223434,27.7344967279526,11
"342","Clark",799,803,773,1992,80.86,49.8751560549313,50.1248439450687,48.2521847690387,12
"343","Clay",2826,1869,1341,1992,75.19,60.1916932907348,39.8083067092652,28.5623003194888,13
"344","Codington",3701,3943,3299,1992,78.43,48.4170591313448,51.5829408686552,43.1580324437467,14
"345","Corson",444,483,324,1992,57.62,47.8964401294498,52.1035598705502,34.9514563106796,15
"346","Custer",1078,1422,863,1992,77.17,43.12,56.88,34.52,16
"347","Davison",3285,3111,1750,1992,76.52,51.3602251407129,48.6397748592871,27.3608505315822,17
"348","Day",1578,1161,986,1992,76.63,57.6122672508215,42.3877327491785,35.9985396129974,18
"349","Deuel",880,778,765,1992,78.36,53.0759951749095,46.9240048250905,46.1399276236429,19
"350","Dewey",766,642,344,1992,56.3,54.4034090909091,45.5965909090909,24.4318181818182,20
"351","Douglas",1175,403,8,1992,80.65,74.4613434727503,25.5386565272497,0.506970849176172,21
"352","Edmunds",894,944,422,1992,73.69,48.6398258977149,51.3601741022851,22.9597388465724,22
"353","Fall river",1416,1533,805,1992,71.5,48.0162767039674,51.9837232960326,27.2973889454052,23
"354","Faulk",488,658,288,1992,78.88,42.5828970331588,57.4171029668412,25.130890052356,24
"355","Grant",1484,1595,1031,1992,78.89,48.1974667099708,51.8025332900292,33.4848976940565,25
"356","Gregory",879,1027,709,1992,74.1,46.1175236096537,53.8824763903463,37.1983210912907,26
"357","Haakon",209,860,249,1992,82.17,19.5509822263798,80.4490177736202,23.2927970065482,27
"358","Hamlin",826,1133,781,1992,79.6,42.1643695763144,57.8356304236856,39.8672792240939,28
"359","Hand",785,1130,631,1992,80.54,40.9921671018277,59.0078328981723,32.9503916449086,29
"360","Hanson",566,522,347,1992,70.62,52.0220588235294,47.9779411764706,31.8933823529412,30
"361","Harding",139,515,227,1992,79.44,21.2538226299694,78.7461773700306,34.7094801223242,31
"362","Hughes",2578,4325,1218,1992,78.75,37.346081413878,62.653918586122,17.6445023902651,32
"363","Hutchinson",1211,2002,943,1992,72.17,37.6906318082789,62.3093681917211,29.3495175848117,33
"364","Hyde",301,440,214,1992,78.86,40.6207827260459,59.3792172739541,28.8798920377868,34
"365","Jackson",351,627,190,1992,67.71,35.8895705521472,64.1104294478528,19.4274028629857,35
"366","Jerauld",600,518,349,1992,82.88,53.6672629695885,46.3327370304114,31.216457960644,36
"367","Jones",166,454,159,1992,81.06,26.7741935483871,73.2258064516129,25.6451612903226,37
"368","Kingsbury",1267,1113,763,1992,78.85,53.2352941176471,46.7647058823529,32.0588235294118,38
"369","Lake",2388,1890,1312,1992,80.11,55.820476858345,44.179523141655,30.6685366993922,39
"370","Lawerence",3157,3770,2732,1992,74.27,45.5752851162119,54.4247148837881,39.4398729608777,40
"371","Lincoln",2943,3365,1615,1992,78.88,46.6550412175016,53.3449587824984,25.6024096385542,41
"372","Lyman",486,669,325,1992,74.79,42.0779220779221,57.9220779220779,28.1385281385281,42
"373","Marshall",1056,810,431,1992,75.41,56.5916398713826,43.4083601286174,23.0975348338692,43
"374","McCook",1167,1177,640,1992,78.07,49.7866894197952,50.2133105802048,27.3037542662116,44
"375","McPherson",478,945,329,1992,73.92,33.5910049191848,66.4089950808152,23.1201686577653,45
"376","Meade",2694,4724,2657,1992,72.23,36.3170665947695,63.6829334052305,35.8182798598005,46
"377","Mellette",277,417,147,1992,67.99,39.9135446685879,60.0864553314121,21.1815561959654,47
"378","Miner",698,543,343,1992,75.68,56.2449637389202,43.7550362610798,27.6390008058018,48
"379","Minnehaha",27016,25081,11689,1992,77.78,51.8571126936292,48.1428873063708,22.4369925331593,49
"380","Moody",1473,898,733,1992,77.79,62.125685364825,37.874314635175,30.9152256431885,50
"381","Pennington",11106,18052,8511,1992,71.1,38.089032169559,61.910967830441,29.1892448041704,51
"382","Perkins",566,872,553,1992,71.08,39.3602225312935,60.6397774687065,38.4561891515994,52
"383","Potter",493,901,384,1992,78.6,35.3658536585366,64.6341463414634,27.5466284074605,53
"384","Roberts",1716,1437,968,1992,72.6,54.4243577545195,45.5756422454805,30.7009197589597,54
"385","Sanbron",632,595,383,1992,76.19,51.5077424612877,48.4922575387123,31.2143439282804,55
"386","Shannon",1267,225,159,1992,37.49,84.9195710455764,15.0804289544236,10.656836461126,56
"387","Spink",1732,1527,853,1992,79.89,53.1451365449524,46.8548634550476,26.1736729057993,57
"388","Stanely",427,719,253,1992,74.3,37.260034904014,62.739965095986,22.0767888307155,58
"389","Sully",273,565,172,1992,79.46,32.5775656324582,67.4224343675418,20.5250596658711,59
"390","Todd",915,456,259,1992,47.79,66.7396061269147,33.2603938730853,18.8913202042305,60
"391","Tripp",1046,1459,858,1992,75.83,41.7564870259481,58.2435129740519,34.251497005988,61
"392","Turner",1507,1906,877,1992,72.92,44.1547026076765,55.8452973923235,25.6958687371814,62
"393","Union",2210,1784,1103,1992,78.22,55.3329994992489,44.6670005007511,27.6164246369554,63
"394","Walworth",829,1439,640,1992,73.55,36.5520282186949,63.4479717813051,28.2186948853616,64
"395","Yankton",3404,3430,2538,1992,79.14,49.8097746561311,50.1902253438689,37.1378402107111,66
"396","Ziebach",280,328,122,1992,60.88,46.0526315789474,53.9473684210526,20.0657894736842,67
